customer.id,outfit.id,rentalPeriod.start,rentalPeriod.end
6909,outfit.51222cca8939482180d09e22fbbd8b5e,12/14/2019,12/17/2019
1940,outfit.13379a4cae2c4b708668b100186882f4,1/24/2019,1/28/2019
5392,outfit.b6dfe60b7a8c421f9de22342860f17bc,11/5/2019,11/8/2019
6301,outfit.adeaa758e4b292c5,8/9/2018,8/13/2018
3893,outfit.f28fa867a24c421b97b40e32e067d69e,9/11/2018,9/17/2018
6450,outfit.afee21dbf4486073,4/6/2018,4/10/2018
4441,outfit.f4a2cebc0a544c9abc6305e9bd33b9c6,3/24/2020,3/30/2020
1985,outfit.d1110277fd81492e9b6c3c416c0148ad,4/5/2019,4/11/2019
4077,outfit.a4699b3b33b4d99c,11/28/2019,12/3/2019
4704,outfit.c9255cc7a13e4ffe822fc9d7d6c5340d,10/22/2018,10/29/2018
535,outfit.6f728ba37a6a48c79e1755dd50f191c6,2/13/2019,2/15/2019
2356,outfit.c17c4a7eb8284a26b0025919877d3023,3/6/2020,3/9/2020
760,outfit.4644eb6ccd594982b873ebfa22d1fe61,6/28/2018,7/1/2018
2628,outfit.722b9f354d8f4b2c80c5e60d35cfc833,5/21/2019,5/28/2019
2685,outfit.8c8e4271cb4466db,5/28/2018,6/3/2018
7176,outfit.63e5bdaff1b343328fbe6a01b518c546,3/26/2019,4/1/2019
1861,outfit.b5df32ed0d69eb58,12/11/2019,12/14/2019
404,outfit.b58b4d9011806e34,11/23/2018,11/26/2018
2387,outfit.2bb91a54c63d4f72a11a6ad7a00b35cf,1/23/2019,1/30/2019
6639,outfit.9038623c473340038e17175e97642e27,6/13/2019,6/17/2019
1903,outfit.8dd954d73c8d44ce,11/29/2018,12/2/2018
425,outfit.bd061db386d78a56,12/30/2019,1/2/2020
2711,outfit.4c41742c2ffd45a1b6d052892373d354,12/15/2018,12/18/2018
1329,outfit.e8523226e74a45dcb42973c6e425812a,8/31/2018,9/3/2018
4993,outfit.f28fa867a24c421b97b40e32e067d69e,5/18/2019,5/19/2019
7372,outfit.82c79105bea94ffc800e561a5c9512c0,12/18/2019,12/22/2019
1434,outfit.719dcd23a7b9472ca27655143acc93f9,6/2/2018,6/5/2018
3390,outfit.a0d2650ae76941b89925004603e3aad3,7/12/2019,7/15/2019
7004,outfit.96d8dbc77c546a47,12/15/2017,12/18/2017
2444,outfit.cf7f6a83f16a490aa765d3ead2b2b82e,5/16/2018,5/22/2018
5807,outfit.76e513e7ba654a648bf90044a81b3926,8/30/2019,9/2/2019
407,outfit.588d78c7613f4e10b418317946a7a186,10/4/2019,10/7/2019
7294,outfit.8df21c29a43f3ba4,6/18/2018,6/19/2018
3157,outfit.cf66ffcf341146639bc190f0c1c14c91,5/23/2018,6/23/2018
3068,outfit.140ebf984d2f4e80b9e23431c24fe75c,4/27/2019,5/4/2019
326,outfit.3037fa72ade7482e8c13863bc447c11c,7/5/2019,7/7/2019
4372,outfit.2204df2016c84afd873a1d7e09f6ec75,7/29/2019,8/5/2019
1067,outfit.e8e4d130fa3e4f108127dc74fd854a75,11/22/2018,11/24/2018
625,outfit.bb0b2a2f58aa9f0b,1/10/2019,1/14/2019
6533,outfit.0e593336b5d24ecd92215ce5dbc80eff,12/21/2018,1/2/2019
5348,outfit.c52099f0269e4b6ebd66b79d3cca1d01,6/8/2019,6/9/2019
5283,outfit.8a91fcc1f1f612e6,8/22/2018,8/31/2018
185,outfit.519b363c010c4157a561e58cf3cd8c07,12/30/2018,1/2/2019
4440,outfit.e6e1a2e10f8a413ca4a7c8df33e9ebaa,5/23/2019,5/28/2019
5839,outfit.8bbdbf9681842027,6/18/2018,6/21/2018
5889,outfit.c9589d9ee5614042bee37f360dc2058e,10/30/2019,11/15/2019
3619,outfit.0b721ca6ffdd489d91fa63f960ca64ec,11/28/2018,12/1/2018
5609,outfit.c9d157f2dc494985ac7bbac95f8e5a5f,12/20/2019,12/21/2019
2584,outfit.1281081f76504447a7b7c623256a1d26,8/21/2019,8/24/2019
2033,outfit.edf9420758794d31a58d8e563dccd496,9/27/2019,9/30/2019
5007,outfit.60100019807c48a892195be2a047c618,6/21/2019,6/23/2019
1381,outfit.f4b3097928f44f72b8440b758b4a8d4d,11/29/2019,12/2/2019
3193,outfit.f9dff1b326c840deae2fc6b78b8fff55,8/1/2019,8/5/2019
4233,outfit.bd061db386d78a56,7/4/2019,7/8/2019
535,outfit.66208dc33bb64be483ecda5b9a4f66fa,11/23/2018,11/26/2018
2425,outfit.5b194e8cd4584941a51f3f3082d83acc,1/17/2020,1/20/2020
4941,outfit.a38e8133ecafdc54,4/30/2020,5/4/2020
3197,outfit.9db92f24cc173035,1/25/2018,1/26/2018
20,outfit.ba6583e00b16b4b4,3/6/2019,3/10/2019
6610,outfit.95a9732c69cb1e4c,11/7/2018,11/12/2018
3131,outfit.db13e9deae904483bed85c8358f81a8e,9/4/2018,9/5/2018
5924,outfit.3b06eb48b17b4e169bb6b08b9850fd0b,12/20/2019,12/24/2019
1718,outfit.b92e449d5cc6431ead037620b3e5a2d9,4/25/2018,4/26/2018
2209,outfit.f24f4ff6ee144eb8a8ec897a4f486c63,8/7/2018,8/13/2018
4958,outfit.2204df2016c84afd873a1d7e09f6ec75,5/28/2018,6/4/2018
87,outfit.ea6e2ed1ee964a7aa263a287d6d5663b,6/21/2019,6/24/2019
3922,outfit.7406df88036f4f16bfc1a4c03002d315,1/11/2019,1/14/2019
6523,outfit.89954cb83fe420c2,6/14/2019,6/24/2019
5820,outfit.1a817bab3cd940b3b531138cfa283a39,6/18/2019,6/18/2019
2198,outfit.a397b1daaada4d8c81004e0f3f25160e,6/14/2018,6/20/2018
3239,outfit.8a400fd187094435a2d4c92be61f9791,9/6/2019,9/9/2019
6168,outfit.929a9ccfd02ac4cb,6/12/2018,6/15/2018
2944,outfit.88ba45c8d4a04b1395a422aae1803949,3/8/2019,3/11/2019
3317,outfit.81c3ebf4217c49d89c6dabb993e38832,6/5/2019,6/9/2019
3614,outfit.e698a404f52e43459098b6a320af234f,11/10/2018,11/20/2018
5573,outfit.aecdd6d2249e8bc7,11/26/2017,11/28/2017
3390,outfit.26a9eb230d0b4820a0fcc230f0fe8cf2,7/12/2019,7/24/2019
1503,outfit.b0816b262fa40eac,5/16/2019,5/19/2019
3873,outfit.8a400fd187094435a2d4c92be61f9791,7/13/2018,7/16/2018
6313,outfit.bee0a33c3c774ae7b6eef6d298250ae4,6/14/2019,6/17/2019
5981,outfit.d14ca830a51d455ca672e1f11d4554d4,11/9/2018,11/12/2018
1249,outfit.84a01712427a3a3b,1/3/2018,1/6/2018
3229,outfit.e18310c477cb4fa38cd9ba31e9997c4f,11/29/2019,12/3/2019
5402,outfit.fc9c8d205beb4085832149b6ed9f58ad,8/20/2018,8/28/2018
2934,outfit.684efa997862433aaf292a14289eaa4a,7/5/2019,7/8/2019
1494,outfit.76e513e7ba654a648bf90044a81b3926,5/9/2019,5/14/2019
1937,outfit.d60c7801271e488d88f0f13a0b28e6b6,5/9/2019,5/12/2019
3050,outfit.9d23dc455c9c4837a3fe26931f944833,12/30/2019,1/2/2020
4738,outfit.8133d07cc6313081,11/24/2017,11/30/2017
1909,outfit.befffcf6efd3b36f,5/28/2018,5/29/2018
4750,outfit.9bf55c30dee14573ac0d46c03fce3a0e,11/12/2019,11/16/2019
1939,outfit.2d7ae0bf1f84410fa230df577c9ead8a,8/15/2019,8/19/2019
2990,outfit.905ebbead16b82fa,6/13/2019,6/16/2019
7354,outfit.833effd849cb1526,12/11/2017,12/18/2017
4662,outfit.0b6998b80f404afdad6be44582b33ff3,12/28/2018,1/3/2019
5193,outfit.fabaa18896e64e6ba835286d7f1d44e3,3/1/2019,3/5/2019
1037,outfit.ade14014f77cddbe,6/15/2018,6/17/2018
692,outfit.a1b1329de0c52243,11/25/2017,12/9/2017
529,outfit.f44679211a454ace95d1011979fcc289,5/29/2020,6/1/2020
1196,outfit.53bf6ed2516f473a87497e8170d4c8e1,11/21/2019,11/26/2019
3390,outfit.deb2675432704b1e8048f6f90c102a00,11/29/2019,12/6/2019
2151,outfit.b9d143eeb1fee6cc,4/24/2018,5/1/2018
4810,outfit.874a48e6146bac16,12/7/2017,12/11/2017
5136,outfit.a5650c1bada909fd,12/5/2019,12/7/2019
2820,outfit.9be713a0af3b45aa9577949469b1e0de,8/29/2019,9/2/2019
240,outfit.acefb4576277494ebf8a334cf8e4c43c,6/25/2019,7/11/2019
3390,outfit.b2e035a8cce61dcb,12/31/2017,1/5/2018
458,outfit.794483397da8425a813301eecf9828c6,8/15/2018,8/21/2018
489,outfit.cc4dd7a33afc445a80ad7abe86bac3b0,7/27/2019,8/7/2019
5567,outfit.7e99984aa9604071bc49a4f148394fbc,8/27/2018,9/4/2018
6640,outfit.684efa997862433aaf292a14289eaa4a,6/21/2019,6/23/2019
5036,outfit.62bdddc98fa64f7cafecfbeb5719788a,8/10/2018,8/13/2018
6638,outfit.ddba05a5ced34fa1ab3a0722c05bb11a,8/2/2019,9/2/2019
4021,outfit.8d1a7e1744a6480d96d9e5371b36c095,8/23/2019,8/26/2019
6372,outfit.b4075b4461c44f10a8a83f2b427cd17f,2/5/2018,2/8/2018
29,outfit.f44679211a454ace95d1011979fcc289,9/5/2019,9/9/2019
3748,outfit.5e1b9778e36d475699772148e5d4e27b,11/23/2019,12/27/2019
7200,outfit.a7da00afc3804ed5926e9cb08225d93e,9/6/2019,9/16/2019
5859,outfit.a7df894370b31fa1,6/5/2019,6/11/2019
3623,outfit.b45f71cef3bf96b3,7/5/2019,7/8/2019
7004,outfit.a2ad0b179225a11e,8/10/2018,8/14/2018
2777,outfit.684efa997862433aaf292a14289eaa4a,9/7/2020,9/12/2020
4996,outfit.7afe0e0a3d504dd9a4713042b8d41a4a,10/9/2018,10/10/2018
6982,outfit.8ab6c6c3cde7468e,1/20/2018,1/23/2018
2607,outfit.88a780cac1d40972,2/3/2018,3/9/2018
6630,outfit.d74a648486b04780b38eb60860b4b974,6/19/2019,7/2/2019
1353,outfit.a2fae1e6ba2d46d4a8544ea51012a7ef,6/8/2018,6/11/2018
6079,outfit.1ff1200dca844ecd8ac042bd3363b7c5,7/4/2019,7/8/2019
3808,outfit.b9c0bbd563524653,7/5/2018,7/9/2018
5919,outfit.adcf3e82a1b9c032,12/18/2018,12/20/2018
738,outfit.a2626764264ace79,12/1/2017,12/4/2017
4992,outfit.d8909288c79b4df6b6547aa381d360f1,2/7/2018,2/14/2018
3500,outfit.5ef01d4dc15243fb854ca797716fd663,10/24/2018,10/26/2018
7216,outfit.03108085b16540a1903d8466150b2754,3/5/2019,3/7/2019
352,outfit.b8cb9d24af1f4c8f8845df6be4020db8,10/19/2019,10/21/2019
1434,outfit.9078be96de4c7278,1/3/2018,1/20/2018
936,outfit.cc5b53a2d9f44413afdd86c5d0dfd1c1,6/15/2019,7/1/2019
1305,outfit.c663f1c85a344f039eacb889398b6b91,8/24/2018,9/4/2018
1067,outfit.e8e4d130fa3e4f108127dc74fd854a75,11/22/2018,11/24/2018
3249,outfit.6bc52d0098244af8be01c55d7ecede72,8/22/2019,8/25/2019
2172,outfit.bfb29cdd6b1240238f65d6b20dc2e6b8,2/15/2019,2/18/2019
2203,outfit.5e96c1bc9f964af2b1a6e391db346131,10/1/2020,10/4/2020
5638,outfit.893fa92eb13185cf,4/28/2018,4/30/2018
339,outfit.9d9a208f27af4ef5b822e26affe1549a,1/3/2020,1/6/2020
4764,outfit.f8ec4121473f4e418d2f999fd0745d44,11/3/2018,11/6/2018
2798,outfit.60100019807c48a892195be2a047c618,5/15/2018,5/19/2018
945,outfit.196ad12873534afcbec5bc12e921798d,1/2/2020,1/4/2020
5573,outfit.adde388346d8719f,11/26/2017,11/27/2017
7349,outfit.96a898b3fea75da0,12/19/2019,12/21/2019
1278,outfit.c46affd5f8ee4749b1f8e7d4ff47f3ff,4/23/2019,5/19/2019
2567,outfit.4bd8e39e3d5442c4b76dcd9797725b38,5/18/2019,6/8/2019
1238,outfit.7afe0e0a3d504dd9a4713042b8d41a4a,7/11/2019,7/15/2019
3549,outfit.a1b5b9335a89a082,11/13/2018,11/19/2018
5242,outfit.ba95cfdc1ed496b5,11/24/2017,12/1/2017
4369,outfit.8a9297abf702469b88dcdb1ce6cd35bd,12/13/2019,12/16/2019
6545,outfit.ad46bc57963417be,6/7/2019,6/9/2019
5915,outfit.a9288d457bb21193,12/15/2017,1/14/2018
6900,outfit.2c05e78a57054d479d5108782113a722,10/22/2019,10/25/2019
183,outfit.a6007e7b99a54275911f4181a13b7e9e,11/30/2017,12/1/2017
982,outfit.bcb8983fadb74356,12/19/2018,1/8/2019
4003,outfit.2901f306ff3a4e7e8288cc48ec400f5f,8/30/2019,9/2/2019
6985,outfit.a73edcbba7424dd8aa3643bf4b7587ba,9/19/2018,9/24/2018
6003,outfit.ee1e33a91882430d990d259a1852430e,2/1/2020,2/10/2020
6512,outfit.9aa548d4a79aa344,7/4/2018,7/7/2018
3498,outfit.e7f85074d17849e8acb4fa1eaa62bcf0,5/23/2019,5/26/2019
4431,outfit.848789b70cdd4d81aa7e1be53feaf247,9/13/2019,9/17/2019
2937,outfit.bad8d5a2d54af705,1/11/2018,1/14/2018
5392,outfit.8f9387edfe8a46e1ab92aa7a41a46cc5,11/5/2019,11/8/2019
7309,outfit.a1b5b9335a89a082,9/8/2018,9/12/2018
1637,outfit.a82aa5bc442387d7,10/24/2018,10/27/2018
6382,outfit.154e86ee968d49f6ba7220ee233223d3,1/11/2019,1/14/2019
7262,outfit.14b7969c5bef4051848ecc977eef38a2,5/24/2018,6/11/2018
409,outfit.d39e1ea737f34b539bee8e0a7dfc0797,5/15/2018,5/22/2018
2567,outfit.8f2d79606c6d4f44af3f6afd97a6ca3e,5/18/2019,6/8/2019
6726,outfit.ae1dcd32d91a45eaba674e3edd285667,6/24/2019,6/30/2019
2580,outfit.1515a54502e34532a658bb12f419c557,8/15/2019,8/19/2019
3963,outfit.b0816b262fa40eac,1/14/2019,1/21/2019
3409,outfit.acdb17c12e86b6b3,1/15/2018,1/23/2018
538,outfit.a9cd4913d4d043c1803b8f7dec42d143,5/7/2019,5/14/2019
4610,outfit.a3d499af40d34244b2e92d0b9553b42f,3/2/2020,3/5/2020
5926,outfit.bbab0ccce6d94d0482bacad061df49b9,8/10/2018,8/13/2018
3068,outfit.a744025dd48d4534a7b97cad36d501be,9/13/2019,10/6/2019
873,outfit.f44679211a454ace95d1011979fcc289,4/30/2020,5/4/2020
6636,outfit.fdc3cdbad50644ad97fc0a903f967e15,1/10/2020,1/11/2020
1240,outfit.9abd359ee8d44269ab15d6cbfcd8eb81,11/23/2019,11/25/2019
1382,outfit.d78cbfab144149069da04737d98450a1,11/15/2019,11/25/2019
6885,outfit.88a780cac1d40972,7/5/2019,8/4/2019
1906,outfit.b351d1b194ff46bab88b77624436f619,7/31/2018,8/6/2018
1637,outfit.80b380bfa37491d3,12/21/2017,1/4/2018
5175,outfit.2d7ae0bf1f84410fa230df577c9ead8a,6/25/2019,7/3/2019
2833,outfit.a8d8ed43947f4b47a904305e0c1dafcd,11/15/2019,11/18/2019
3657,outfit.396fa9d64d3446cea284a9d75ffbc369,9/13/2019,9/16/2019
781,outfit.8b10dd4622fce63b,6/5/2019,6/11/2019
142,outfit.a3b797e5d17543b8a0a1f6d2b5112ce6,11/29/2018,12/1/2018
144,outfit.f2eb7517a30f4a00843b499d81bab69c,8/22/2019,8/26/2019
1318,outfit.381f7b5ba8154e6ea2b7b98dd5030c9e,12/8/2018,12/11/2018
1909,outfit.830e914e5bf823e3,8/6/2018,8/10/2018
738,outfit.e2c4d90753314eddbdf3a836e28a0209,8/23/2019,8/30/2019
489,outfit.8a9297abf702469b88dcdb1ce6cd35bd,9/27/2018,10/1/2018
2567,outfit.a027f5f9d1e8159c,5/15/2018,5/19/2018
924,outfit.9fde090f117fb9d9,2/15/2019,2/19/2019
5242,outfit.a97aa7b0e06a6908,1/23/2018,1/26/2018
5106,outfit.030be8f1ab0549db86e542e2ad08a5b2,2/1/2019,2/4/2019
664,outfit.cfe2930fb19a42f996042d57e764c12a,1/30/2019,2/5/2019
5881,outfit.3c2f9cc2bba94cdeb1cf8c4f934d30b2,3/12/2019,3/15/2019
2321,outfit.e44b11d043b34053ae7292d3ad3dc9a0,12/30/2018,1/11/2019
7132,outfit.be1e83bfcede6836,12/30/2019,1/2/2020
4008,outfit.65489efb22d947a8865099ddde5b790d,3/15/2019,3/18/2019
3177,outfit.92f2e542b76f7d6d,8/30/2018,9/3/2018
6449,outfit.7ff8b8c0f1b447229811fee5dd7ea006,3/26/2019,3/29/2019
182,outfit.b6f7a925d774425ba1129f197694197b,12/20/2019,12/23/2019
3802,outfit.4644eb6ccd594982b873ebfa22d1fe61,12/20/2018,12/23/2018
6873,outfit.da55813dc4b7425e899c8d79d9310653,9/22/2018,9/25/2018
1909,outfit.88d51947110188cd,8/6/2018,8/10/2018
5301,outfit.e588baaa8923462fa0ab3ab95c9a1e86,8/15/2019,8/18/2019
7098,outfit.936f3862e0395377,9/7/2018,9/10/2018
489,outfit.a9d10e9af13c4e6d84c8b49d1dbd872b,7/29/2019,8/26/2019
1301,outfit.13379a4cae2c4b708668b100186882f4,3/12/2019,4/1/2019
1937,outfit.b459dc4c2ec8b9b1,6/26/2019,7/2/2019
4796,outfit.9aadfc9a1d195c33,2/6/2019,2/11/2019
4101,outfit.50968c211b5941648f6519e289b84da7,5/25/2019,6/23/2019
4101,outfit.875635fa72e9a84a,3/5/2018,3/9/2018
1687,outfit.9db92f24cc173035,1/12/2018,1/15/2018
1819,outfit.b544eecaeaf0fc77,3/8/2019,3/10/2019
3197,outfit.9db92f24cc173035,1/25/2018,1/26/2018
2794,outfit.da55813dc4b7425e899c8d79d9310653,4/24/2018,4/24/2018
185,outfit.838393c0f12c45068f90821c83acac89,12/31/2018,1/2/2019
6553,outfit.b49e6f1cc73f48f9a6329311214ee57f,11/9/2019,11/11/2019
7036,outfit.9739950a93f6aa90,11/23/2017,1/3/2018
3809,outfit.3d5afa74c29d4879876d3e74dc75e0f8,6/13/2020,7/4/2020
3759,outfit.f557450bb9d14a10951367293b052595,6/14/2019,6/17/2019
1637,outfit.0fd1ffa75a364aba8427034859879e25,12/1/2017,12/10/2017
3082,outfit.828280fdcb0431d8,12/15/2017,12/16/2017
3539,outfit.991252f75331465a9228cea0ae0bb890,7/23/2019,7/27/2019
4085,outfit.b45f71cef3bf96b3,8/8/2019,8/11/2019
7040,outfit.8400c26ee9d435bb,11/4/2019,11/7/2019
4153,outfit.78d7e2ab1ad84631bc34c0dd94a5a949,9/13/2019,9/16/2019
87,outfit.ea6e2ed1ee964a7aa263a287d6d5663b,6/21/2019,6/24/2019
984,outfit.b401ac00dd8e441c8e698a5eaad7a645,6/7/2019,6/11/2019
4705,outfit.c5253e4ebb054b14b20d3cc19f00b595,8/16/2019,8/19/2019
5486,outfit.a03256f024a5452cb9208a8e2475c506,5/16/2019,5/20/2019
995,outfit.ddf5ea0fe07746eb95e15f4cda0b5e4d,9/13/2019,9/16/2019
6635,outfit.c52099f0269e4b6ebd66b79d3cca1d01,3/27/2019,3/29/2019
4393,outfit.00e3739239014dde98c081677124e842,9/7/2018,9/10/2018
6536,outfit.871fa147b4c12ba4,12/19/2017,12/22/2017
3492,outfit.46796cfb57174c9cb04ef0489123a073,6/28/2019,7/1/2019
369,outfit.2195858f2ed34268bfd5e45eb4ae50d7,12/5/2019,12/9/2019
4449,outfit.f44679211a454ace95d1011979fcc289,3/17/2020,3/20/2020
7405,outfit.cf7f6a83f16a490aa765d3ead2b2b82e,7/15/2019,7/22/2019
2953,outfit.96d3abeb815579f1,1/24/2020,1/28/2020
5417,outfit.67309f8f5e3b4376a7007b9046c6117d,2/7/2020,2/21/2020
3569,outfit.8d6a34817ba54992a71abef91d5486e8,10/18/2019,10/21/2019
746,outfit.b391c8142a914473a40c2dd50bc27d15,8/7/2018,8/14/2018
954,outfit.402137c2f3ed40aaa5ca64b3f0481ca4,6/21/2019,6/23/2019
1909,outfit.cf66ffcf341146639bc190f0c1c14c91,8/6/2018,8/9/2018
305,outfit.2fbaed986ede4e0cb8fbfa5b977b5300,6/21/2019,6/24/2019
4828,outfit.76e513e7ba654a648bf90044a81b3926,10/18/2019,10/21/2019
3188,outfit.0b0d9b0d0985434fb2501dc2fa6a13ef,6/14/2019,6/17/2019
6421,outfit.9027bba657437c21,11/13/2018,11/19/2018
2768,outfit.8a400fd187094435a2d4c92be61f9791,8/15/2018,8/18/2018
4052,outfit.e8523226e74a45dcb42973c6e425812a,5/31/2019,6/3/2019
2101,outfit.738407b8abff4047a052a4c69f94feed,8/16/2019,8/19/2019
1795,outfit.c3c971b949c64fd2851ad357ad06cc89,3/6/2019,3/9/2019
2416,outfit.a73edcbba7424dd8aa3643bf4b7587ba,5/29/2019,6/3/2019
7165,outfit.89a1a2941012477c83e6f9aaf2f144c8,8/30/2019,9/2/2019
6876,outfit.2204df2016c84afd873a1d7e09f6ec75,10/5/2018,10/8/2018
6171,outfit.b68b720dbd521460,12/28/2017,1/1/2018
3050,outfit.9d97d017a5c747ac89d59efab886369a,9/6/2018,9/11/2018
5806,outfit.9c07ee0a9a154c50,6/22/2018,6/23/2018
6228,outfit.8b10dd4622fce63b,12/21/2017,12/27/2017
3413,outfit.849ace7e1811150d,1/25/2018,1/26/2018
7049,outfit.afca4228ce87682f,1/13/2018,1/15/2018
4180,outfit.aef36c5a5f6fd4dc,5/18/2018,5/22/2018
4008,outfit.1a00ea6f566c40b3865a214d062a462d,6/28/2019,7/1/2019
1454,outfit.b3c80512e47a6bf1,5/4/2018,5/7/2018
5700,outfit.13379a4cae2c4b708668b100186882f4,5/24/2018,6/9/2018
7311,outfit.7e53d60cec3c4d8bafc4b05ee815c0f5,8/23/2019,8/26/2019
6219,outfit.8e408fb4b2c64525966837c7789f2965,12/20/2018,12/23/2018
2267,outfit.82d7dcf690da4fc09bcf658816bccd3c,12/14/2018,12/18/2018
397,outfit.8a9297abf702469b88dcdb1ce6cd35bd,4/1/2019,4/8/2019
3015,outfit.2019c3e0c2ed451db8a83babc45d19af,12/18/2019,12/23/2019
4587,outfit.65eca5cdd70349c19294a6d34bf69ef1,5/28/2019,5/31/2019
5605,outfit.8de70e2a9b7f463eb44f6a072e14d1a2,1/10/2020,1/13/2020
819,outfit.bef1cf2e05fe40709accfbc38e9a0a30,9/26/2018,10/3/2018
1528,outfit.849ace7e1811150d,6/29/2018,7/2/2018
3390,outfit.b68b720dbd521460,9/28/2018,10/5/2018
6843,outfit.bb0b2a2f58aa9f0b,12/6/2018,12/9/2018
3094,outfit.26156feb29544da79e0e844f2fda5952,2/21/2019,2/28/2019
4738,outfit.095de7562bbf447f8dc83ec1a0e8edb4,9/13/2018,9/20/2018
1929,outfit.91da69d5ccab7257,1/31/2018,2/2/2018
4627,outfit.b544eecaeaf0fc77,9/4/2019,9/16/2019
3191,outfit.887b39bb5d3949f7aff2448eda78b048,6/20/2019,6/24/2019
2198,outfit.cd52fc19c9344579b10f8e5f77c72f0b,5/16/2018,5/22/2018
4983,outfit.b92e449d5cc6431ead037620b3e5a2d9,12/23/2019,12/27/2019
853,outfit.9186c9c2c5c44937968d8683b56c26ba,8/10/2019,8/13/2019
5845,outfit.b831eeb87001146e,11/1/2018,11/10/2018
5838,outfit.b613acc51d432ec7,3/8/2018,3/13/2018
2944,outfit.88ba45c8d4a04b1395a422aae1803949,3/8/2019,3/11/2019
2180,outfit.bbc50007413b4f2bbaaff0f75bffc137,8/2/2019,8/5/2019
182,outfit.b6f7a925d774425ba1129f197694197b,2/7/2020,2/10/2020
4738,outfit.d58aa57c38df45e2bb3ecf8007598871,8/22/2018,8/26/2018
3850,outfit.26cdd2ae3a854c73a9d207dc298e3367,12/20/2019,1/2/2020
1605,outfit.b613acc51d432ec7,12/15/2017,12/20/2017
5034,outfit.a7179f539117b9b7,2/5/2019,2/8/2019
844,outfit.3a08f6654ee4454bb0b5ba8dbbf765b0,5/26/2018,5/28/2018
1268,outfit.91605620213544c0b998da7831a483be,12/13/2018,12/16/2018
5360,outfit.053819ce75c94bf5a0686ee4d43da4c7,12/20/2019,1/3/2020
3968,outfit.94f0de2d9e028dca,12/18/2017,12/21/2017
7282,outfit.8839ae815de91efd,1/18/2020,1/21/2020
1911,outfit.bd042f5696a89963,4/10/2019,4/13/2019
4231,outfit.8ab6c6c3cde7468e,6/14/2019,6/16/2019
6023,outfit.edfe627d92964e01abbef3625a50cb76,6/21/2019,6/24/2019
6629,outfit.833abaf20683f9df,5/16/2018,5/22/2018
6471,outfit.4da2ec6e53e34743b89bfdf5dbd46bd5,6/19/2019,6/22/2019
968,outfit.11fa684f46a74297960e9af554a1f6c3,9/21/2018,9/24/2018
1218,outfit.ba4ea8e459d0dfcb,11/23/2017,11/30/2017
5392,outfit.8c704e50177b4f9c,4/10/2018,4/23/2018
5093,outfit.9e5db8a02f39402aaa9ee148d10ce073,3/19/2019,3/20/2019
5647,outfit.936f3862e0395377,1/14/2019,1/19/2019
3723,outfit.a2626764264ace79,11/30/2017,1/3/2018
2913,outfit.cf1d104fc65c4fd987d195e2a58e588a,12/13/2019,12/17/2019
3187,outfit.e0437fdf39554d6ba896f89ae4053a1a,8/9/2018,8/13/2018
5200,outfit.9d23dc455c9c4837a3fe26931f944833,1/26/2018,1/31/2018
954,outfit.402137c2f3ed40aaa5ca64b3f0481ca4,6/21/2019,6/24/2019
6485,outfit.922052cbf231b35e,2/15/2018,2/27/2018
1279,outfit.b45f71cef3bf96b3,2/23/2018,2/27/2018
1852,outfit.996d9971146e8840,8/31/2018,9/3/2018
6866,outfit.7351b9594dfe43e68810cd2359952ee3,1/12/2019,1/14/2019
2567,outfit.4bd8e39e3d5442c4b76dcd9797725b38,11/20/2018,12/5/2018
6656,outfit.257570a5166f43fba7f231ab1e0e2d11,2/6/2020,2/19/2020
6118,outfit.34bd3ce2dd644974b9e945a8d91d8bca,3/22/2019,3/25/2019
3807,outfit.16551dc3da954d9abe0253f64ed2eaf0,11/2/2018,11/10/2018
5929,outfit.03a5ffb8c27947de936564061de3d046,10/22/2019,10/25/2019
2458,outfit.849ace7e1811150d,5/29/2019,6/3/2019
5392,outfit.a759980bd9c72584,12/6/2018,12/17/2018
1923,outfit.260d02e82bbd415bbe1e18918e98e0b6,2/8/2020,2/10/2020
5919,outfit.8cfc55268c1941bd9f15ea654075964e,8/25/2018,8/27/2018
2326,outfit.22c011b90cf34e56a9613321cd35514b,1/23/2020,1/27/2020
3229,outfit.acec36887b892738,11/28/2019,12/2/2019
4013,outfit.2463040b4a624400a85cd400d0ae0e7e,10/26/2018,10/29/2018
3790,outfit.83126fbdb1962feb,8/16/2019,8/26/2019
1884,outfit.da3425130a35462997ed114b35d1f355,12/30/2019,1/6/2020
1653,outfit.4c41742c2ffd45a1b6d052892373d354,12/29/2018,1/3/2019
1279,outfit.860daab99091d08f,8/17/2018,8/20/2018
1323,outfit.b619ba973b4b49d79c89863737097ab3,7/5/2019,7/10/2019
2621,outfit.bd9dca3a7c0d808c,6/29/2019,7/13/2019
1747,outfit.8a9297abf702469b88dcdb1ce6cd35bd,9/24/2019,9/28/2019
1891,outfit.a44036e74abd5cb1,11/13/2019,11/25/2019
2150,outfit.d60c7801271e488d88f0f13a0b28e6b6,8/3/2018,8/6/2018
6603,outfit.b3aef60ea6904df680af483afa14dd20,6/8/2018,6/11/2018
1552,outfit.dab98b1625aa4e329dcb0dc34cf43852,4/3/2019,4/8/2019
5839,outfit.bf69c24fe6f65b96,9/26/2018,10/5/2018
2771,outfit.3b06eb48b17b4e169bb6b08b9850fd0b,11/4/2019,11/5/2019
6273,outfit.4384719bba7544c3bfb80c14d6271109,9/21/2019,9/30/2019
